ix	type	id	bnf_code	nm	form_route
460	amp	16589211000001102	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Zentiva)	solution.oral
461	amp	16724511000001108	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)	solution.oral
462	amp	16730111000001106	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (A A H Pharmaceuticals Ltd)	solution.oral
463	amp	22200511000001101	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Phoenix Healthcare Distribution Ltd)	solution.oral
464	amp	30025711000001109	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (DE Pharmaceuticals)	solution.oral
465	amp	35726211000001100	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Thame Laboratories Ltd)	solution.oral
466	amp	36943711000001109	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Advanz Pharma)	solution.oral
467	amp	37029911000001101	0304010Y0AAACAC	Alimemazine 30mg/5ml oral solution (Mawdsley-Brooks & Company Ltd)	solution.oral
468	amp	11644211000001100	0304010Y0AAAVAV	Alimemazine 5mg/5ml oral solution (Special Order)	solution.oral
469	amp	445611000001100	0304010Y0BBABAB	Vallergan 7.5mg/5ml syrup (Sanofi)	solution.oral
470	amp	232611000001109	0304010Y0BBACAC	Vallergan Forte 30mg/5ml syrup (Sanofi)	solution.oral
471	amp	21142211000001109	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free (RPH Pharmaceuticals AB)	solution.oral
472	amp	21229111000001106	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free (A A H Pharmaceuticals Ltd)	solution.oral
473	amp	21232511000001108	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
474	amp	22203611000001106	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free (Phoenix Healthcare Distribution Ltd)	solution.oral
475	amp	37108411000001101	0603020C0AAABAB	Betamethasone 500microgram soluble tablets sugar free (DE Pharmaceuticals)	solution.oral
476	amp	3694811000001103	0603020C0BBAAAB	Betnesol 500microgram soluble tablets (Focus Pharmaceuticals Ltd)	solution.oral
477	amp	8432811000001103	0603020G0AAA5A5	Dexamethasone 5mg/5ml oral solution (Special Order)	solution.oral
478	amp	11691911000001100	0603020G0AAA6A6	Dexamethasone 2mg/5ml oral solution (Special Order)	solution.oral
479	amp	8433011000001100	0603020G0AAA7A7	Dexamethasone 500micrograms/5ml oral solution (Special Order)	solution.oral
480	amp	11602311000001108	0603020G0AABHBH	Dexamethasone 10mg/5ml oral solution (Special Order)	solution.oral
481	amp	8422611000001104	0603020G0AABJBJ	Dexamethasone 1mg/5ml oral solution (Special Order)	solution.oral
482	amp	8432311000001107	0603020G0AABQBQ	Dexamethasone 2.5mg/5ml oral solution (Special Order)	solution.oral
483	amp	11685311000001103	0603020G0AABUBU	Dexamethasone 1.5mg/5ml oral solution (Special Order)	solution.oral
484	amp	11690111000001109	0603020G0AABVBV	Dexamethasone 20mg/5ml oral solution (Special Order)	solution.oral
485	amp	21926211000001105	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	solution.oral
486	amp	22404911000001102	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (Advanz Pharma)	solution.oral
487	amp	23590911000001106	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)	solution.oral
488	amp	23968311000001104	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (DE Pharmaceuticals)	solution.oral
489	amp	24648711000001107	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (Teva UK Ltd)	solution.oral
490	amp	29803511000001106	0603020G0AABXBX	Dexamethasone 2mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)	solution.oral
491	amp	24343211000001103	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	solution.oral
492	amp	24416211000001107	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	solution.oral
493	amp	24421311000001102	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
494	amp	28876811000001106	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free (Advanz Pharma)	solution.oral
495	amp	29803311000001100	0603020G0AABZBZ	Dexamethasone 10mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)	solution.oral
496	amp	28877111000001101	0603020G0AACDCD	Dexamethasone 20mg/5ml oral solution sugar free (Advanz Pharma)	solution.oral
497	amp	29224011000001100	0603020G0AACDCD	Dexamethasone 20mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	solution.oral
498	amp	31959911000001105	0603020G0AACFCF	Dexamethasone 2mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
499	amp	32400911000001106	0603020G0AACFCF	Dexamethasone 2mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)	solution.oral
500	amp	32418411000001103	0603020G0AACFCF	Dexamethasone 2mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
501	amp	37602611000001104	0603020G0AACFCF	Dexamethasone 2mg soluble tablets sugar free (DE Pharmaceuticals)	solution.oral
502	amp	31961311000001100	0603020G0AACGCG	Dexamethasone 8mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
503	amp	32401311000001100	0603020G0AACGCG	Dexamethasone 8mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)	solution.oral
504	amp	32418811000001101	0603020G0AACGCG	Dexamethasone 8mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
505	amp	37603011000001102	0603020G0AACGCG	Dexamethasone 8mg soluble tablets sugar free (DE Pharmaceuticals)	solution.oral
506	amp	31961811000001109	0603020G0AACHCH	Dexamethasone 4mg soluble tablets sugar free (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
507	amp	32401111000001102	0603020G0AACHCH	Dexamethasone 4mg soluble tablets sugar free (A A H Pharmaceuticals Ltd)	solution.oral
508	amp	32418611000001100	0603020G0AACHCH	Dexamethasone 4mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
509	amp	37602811000001100	0603020G0AACHCH	Dexamethasone 4mg soluble tablets sugar free (DE Pharmaceuticals)	solution.oral
510	amp	3851611000001100	0603020G0BEAABX	Dexsol 2mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	solution.oral
511	amp	19792911000001107	0603020G0BFAABX	Martapan 2mg/5ml oral solution (Martindale Pharmaceuticals Ltd)	solution.oral
512	amp	34743111000001109	0603020G0BGAACF	Glensoludex 2mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
513	amp	34743411000001104	0603020G0BGABCH	Glensoludex 4mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
514	amp	34743611000001101	0603020G0BGACCG	Glensoludex 8mg soluble tablets (Glenmark Pharmaceuticals Europe Ltd)	solution.oral
515	amp	28418711000001102	0603020J0AAAJAJ	Hydrocortisone 5mg/5ml oral solution (Special Order)	solution.oral
516	amp	36586911000001100	0603020J0AADBDB	Hydrocortisone 10mg soluble tablets sugar free (Creo Pharma Ltd)	solution.oral
517	amp	37492011000001105	0603020J0AADBDB	Hydrocortisone 10mg soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
518	amp	13055911000001108	0603020T0AAAYAY	Prednisolone 15mg/5ml oral solution (Special Order)	solution.oral
519	amp	13120411000001104	0603020T0AAAZAZ	Prednisolone 5mg/5ml oral solution (Special Order)	solution.oral
520	amp	13054711000001107	0603020T0AABCBC	Prednisolone 10mg/5ml oral solution (Special Order)	solution.oral
521	amp	13056511000001108	0603020T0AABFBF	Prednisolone 1mg/5ml oral solution (Special Order)	solution.oral
522	amp	13058311000001103	0603020T0AABGBG	Prednisolone 20mg/5ml oral solution (Special Order)	solution.oral
523	amp	13057411000001106	0603020T0AABIBI	Prednisolone 2.5mg/5ml oral solution (Special Order)	solution.oral
524	amp	29361211000001105	0603020T0AABLBL	Prednisolone 5mg/5ml oral solution unit dose (Logixx Pharma Solutions Ltd)	solution.oral
525	amp	29559211000001100	0603020T0AABLBL	Prednisolone 5mg/5ml oral solution unit dose (A A H Pharmaceuticals Ltd)	solution.oral
526	amp	32688311000001106	0603020T0AABLBL	Prednisolone 5mg/5ml oral solution unit dose (Alliance Healthcare (Distribution) Ltd)	solution.oral
527	amp	29879111000001105	0603020T0AABMBM	Prednisolone 10mg/ml oral solution sugar free (Advanz Pharma)	solution.oral
528	amp	30129111000001103	0603020T0AABMBM	Prednisolone 10mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)	solution.oral
529	amp	37778511000001101	0603020T0AABMBM	Prednisolone 10mg/ml oral solution sugar free (DE Pharmaceuticals)	solution.oral
530	amp	37941611000001100	0603020T0AABMBM	Prednisolone 10mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	solution.oral
531	amp	3148011000001108	1104010D0BBAAAG	Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB)	solutiondrops.auricular
532	amp	3148411000001104	1104010D0BCAAAG	Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.auricular
533	amp	37048411000001103	1104010S0AABBBB	Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB)	solutiondrops.auricular
534	amp	37302811000001108	1104010S0AABBBB	Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd)	solutiondrops.auricular
535	amp	8979611000001105	1104010S0AABHBH	Prednisolone sodium phosphate 0.1% ear drops (Special Order)	solutiondrops.auricular
536	amp	8979911000001104	1104010S0AABIBI	Prednisolone sodium phosphate 0.3% ear drops (Special Order)	solutiondrops.auricular
537	amp	3148811000001102	1104010S0BCAABB	Predsol 0.5% ear/eye drops (RPH Pharmaceuticals AB)	solutiondrops.auricular
538	amp	30293211000001102	1201010AEBBAAAA	Cilodex ear drops (Consilient Health Ltd)	solutiondrops.auricular
539	amp	2839711000001103	1201010E0BBAAAB	Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB)	solutiondrops.auricular
540	amp	2839411000001109	1201010E0BCAAAB	Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.auricular
541	amp	24612911000001104	1201010F0AAAAAA	Flumetasone 0.02% / Clioquinol 1% ear drops (Advanz Pharma)	solutiondrops.auricular
542	amp	24774711000001109	1201010F0AAAAAA	Flumetasone 0.02% / Clioquinol 1% ear drops (Alliance Healthcare (Distribution) Ltd)	solutiondrops.auricular
543	amp	24918311000001103	1201010F0AAAAAA	Flumetasone 0.02% / Clioquinol 1% ear drops (A A H Pharmaceuticals Ltd)	solutiondrops.auricular
544	amp	37381511000001101	1201010F0AAAAAA	Flumetasone 0.02% / Clioquinol 1% ear drops (DE Pharmaceuticals)	solutiondrops.auricular
545	amp	903511000001109	1201010F0BBAAAA	Locorten Vioform ear drops (Advanz Pharma)	solutiondrops.auricular
546	amp	28800011000001105	1201010G0AAACAC	Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (Advanz Pharma)	solutiondrops.auricular
547	amp	28972911000001107	1201010G0AAACAC	Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (Alliance Healthcare (Distribution) Ltd)	solutiondrops.auricular
548	amp	37386611000001109	1201010G0AAACAC	Gentamicin 0.3% / Hydrocortisone acetate 1% ear drops (DE Pharmaceuticals)	solutiondrops.auricular
549	amp	4004711000001103	1201010G0BBAAAA	Neo-Cortef ear/eye drops (PLIVA Pharma Ltd)	solutiondrops.auricular
550	amp	2914711000001101	1201010G0BCAAAC	Gentisone HC ear drops (Advanz Pharma)	solutiondrops.auricular
551	amp	2840211000001102	1201010U0BBAAAA	Predsol-N ear/eye drops (Focus Pharmaceuticals Ltd)	solutiondrops.auricular
552	amp	3156911000001105	1201010Z0BCAAAB	Audicort ear drops (Mercury Pharma Group Ltd)	solutiondrops.auricular
553	amp	3148011000001108	1104010D0BBAAAG	Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB)	solutiondrops.nasal
554	amp	3148411000001104	1104010D0BCAAAG	Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.nasal
555	amp	2839711000001103	1201010E0BBAAAB	Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB)	solutiondrops.nasal
556	amp	2839411000001109	1201010E0BCAAAB	Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.nasal
557	amp	3148011000001108	1104010D0BBAAAG	Betnesol 0.1% eye/ear/nose drops (RPH Pharmaceuticals AB)	solutiondrops.ophthalmic
558	amp	3148411000001104	1104010D0BCAAAG	Vistamethasone 0.1% ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.ophthalmic
559	amp	270211000001108	1104010I0BCAAAE	Maxitrol eye drops (Novartis Pharmaceuticals UK Ltd)	solutiondrops.ophthalmic
560	amp	3640211000001102	1104010I0BEAAAL	Minims dexamethasone 0.1% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd)	solutiondrops.ophthalmic
561	amp	37048411000001103	1104010S0AABBBB	Prednisolone sodium phosphate 0.5% ear/eye drops (RPH Pharmaceuticals AB)	solutiondrops.ophthalmic
562	amp	37302811000001108	1104010S0AABBBB	Prednisolone sodium phosphate 0.5% ear/eye drops (Alliance Healthcare (Distribution) Ltd)	solutiondrops.ophthalmic
563	amp	3150211000001103	1104010S0BBAAAP	Minims prednisolone sodium phosphate 0.5% eye drops 0.5ml unit dose (Bausch & Lomb UK Ltd)	solutiondrops.ophthalmic
564	amp	3148811000001102	1104010S0BCAABB	Predsol 0.5% ear/eye drops (RPH Pharmaceuticals AB)	solutiondrops.ophthalmic
565	amp	2839711000001103	1201010E0BBAAAB	Betnesol-N ear/eye/nose drops (RPH Pharmaceuticals AB)	solutiondrops.ophthalmic
566	amp	2839411000001109	1201010E0BCAAAB	Vistamethasone N ear/eye/nose drops (Martindale Pharmaceuticals Ltd)	solutiondrops.ophthalmic
567	amp	4004711000001103	1201010G0BBAAAA	Neo-Cortef ear/eye drops (PLIVA Pharma Ltd)	solutiondrops.ophthalmic
568	amp	2840211000001102	1201010U0BBAAAA	Predsol-N ear/eye drops (Focus Pharmaceuticals Ltd)	solutiondrops.ophthalmic
569	amp	3954411000001107	0105020A0BBABAB	Entocort 2mg/100ml enema (Tillotts Pharma Ltd)	solutionenema.rectal
570	amp	3409611000001103	0105020D0BBAAAA	Predenema 20mg/100ml long tube (Forest Laboratories UK Ltd)	solutionenema.rectal
571	amp	3413611000001102	0105020D0BBABAB	Predenema 20mg/100ml standard tube (Forest Laboratories UK Ltd)	solutionenema.rectal
572	amp	36375411000001105	0105020E0AAABAB	Prednisolone 20mg/100ml rectal solution (RPH Pharmaceuticals AB)	solutionenema.rectal
573	amp	36827211000001104	0105020E0AAABAB	Prednisolone 20mg/100ml rectal solution (Alliance Healthcare (Distribution) Ltd)	solutionenema.rectal
574	amp	3416911000001102	0105020E0BBABAB	Predsol 20mg/100ml retention enema (RPH Pharmaceuticals AB)	solutionenema.rectal
575	amp	10921911000001103	0304030F0BDAAAA	Berinert 500unit powder and solvent for solution for injection vials (CSL Behring UK Ltd)	solutioninfusion.intravenous
576	amp	4048311000001104	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
577	amp	4050111000001101	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
578	amp	4050411000001106	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
579	amp	4047111000001102	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
580	amp	4047411000001107	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd)	solutioninfusion.intravenous
581	amp	4047711000001101	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
582	amp	19532111000001104	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd)	solutioninfusion.intravenous
583	amp	32167711000001108	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninfusion.intravenous
584	amp	22084911000001106	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)	solutioninfusion.intravenous
585	amp	22127411000001109	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
586	amp	28039811000001104	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
587	amp	30921211000001105	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (RPH Pharmaceuticals AB)	solutioninfusion.intravenous
588	amp	30984811000001103	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
589	amp	30987311000001103	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
590	amp	3932011000001108	0603020C0BBABAA	Betnesol 4mg/1ml solution for injection ampoules (Focus Pharmaceuticals Ltd)	solutioninfusion.intravenous
591	amp	4044111000001107	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
592	amp	4044311000001109	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd)	solutioninfusion.intravenous
593	amp	4045311000001108	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
594	amp	4042711000001103	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
595	amp	4043411000001100	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd)	solutioninfusion.intravenous
596	amp	4043611000001102	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
597	amp	27943411000001100	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)	solutioninfusion.intravenous
598	amp	28040011000001103	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.intravenous
599	amp	28041311000001105	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
600	amp	30807511000001104	0603020K0AAAAAA	Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
601	amp	20129111000001104	0603020K0AAACAC	Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd)	solutioninfusion.intravenous
602	amp	22128311000001101	0603020K0AAACAC	Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
603	amp	20129311000001102	0603020K0AAADAD	Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd)	solutioninfusion.intravenous
604	amp	22128611000001106	0603020K0AAADAD	Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.intravenous
605	amp	4393011000001100	0603020K0BCAAAA	Solu-Medrone 40mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
606	amp	4392411000001100	0603020K0BCABAB	Solu-Medrone 125mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
607	amp	4179311000001102	0603020K0BCACAC	Solu-Medrone 500mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
608	amp	4180211000001105	0603020K0BCADAD	Solu-Medrone 1g powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
609	amp	4392711000001106	0603020K0BCAEAE	Solu-Medrone 2g powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
610	amp	30393911000001101	0603020L0AAABAB	Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninfusion.intravenous
611	amp	30394611000001105	0603020L0AAACAC	Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninfusion.intravenous
612	amp	3852011000001104	0603020L0BBAAAB	Efcortesol 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninfusion.intravenous
613	amp	4888811000001103	0603020L0BBABAC	Efcortesol 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninfusion.intravenous
614	amp	4182611000001108	0603020M0BCAAAA	Solu-Cortef 100mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
615	amp	13871211000001104	0603020M0BCABAE	Solu-Cortef 100mg powder for solution for injection vials (Pfizer Ltd)	solutioninfusion.intravenous
616	amp	4044111000001107	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninfusion.rectal
617	amp	4044311000001109	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd)	solutioninfusion.rectal
618	amp	4045311000001108	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.rectal
619	amp	4042711000001103	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.rectal
620	amp	4043411000001100	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd)	solutioninfusion.rectal
621	amp	4043611000001102	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.rectal
622	amp	27943411000001100	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)	solutioninfusion.rectal
623	amp	28040011000001103	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninfusion.rectal
624	amp	28041311000001105	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninfusion.rectal
625	amp	20120611000001101	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd)	solutioninjection.endotracheopulmonary
626	amp	20120811000001102	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Alliance Healthcare (Distribution) Ltd)	solutioninjection.endotracheopulmonary
627	amp	20121011000001104	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.endotracheopulmonary
628	amp	20121211000001109	0304030C0AAAYAY	Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.endotracheopulmonary
629	amp	4048311000001104	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
630	amp	4050111000001101	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd)	solutioninjection.intraarticular
631	amp	4050411000001106	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
632	amp	4047111000001102	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
633	amp	4047411000001107	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd)	solutioninjection.intraarticular
634	amp	4047711000001101	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
635	amp	19532111000001104	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intraarticular
636	amp	32167711000001108	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninjection.intraarticular
637	amp	22084911000001106	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intraarticular
638	amp	22127411000001109	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
639	amp	28039811000001104	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
640	amp	4044111000001107	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
641	amp	4044311000001109	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd)	solutioninjection.intraarticular
642	amp	4045311000001108	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
643	amp	4042711000001103	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
644	amp	4043411000001100	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd)	solutioninjection.intraarticular
645	amp	4043611000001102	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
646	amp	27943411000001100	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)	solutioninjection.intraarticular
647	amp	28040011000001103	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraarticular
648	amp	28041311000001105	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intraarticular
649	amp	4048311000001104	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
650	amp	4050111000001101	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd)	solutioninjection.intrabursal
