month,name,practice,items
2021-02-01,OAKFIELD SURGERY,K82014,1
2021-02-01,VALENTINE HEALTH PARTNERSHIP,G83067,1
2021-05-01,DR I RASIB & PARTNERS,M83616,1
2021-05-01,ST MARY'S MEDICAL CENTRE,P85002,1
2021-05-01,BHF HIGHGATE SURGERY,Y05363,1
2021-05-01,THE MANOR STREET SURGERY,E82094,1
2021-05-01,HIGHWOODS SURGERY,F81679,1
2021-05-01,DENTON TURRET MEDICAL CENTRE,A86601,1
2021-05-01,CHEETHAM HILL PRIMARY CARE CENTRE,P84046,1
2021-05-01,CHURCHFIELDS SURGERY,M81070,1
2021-05-01,O'DONNELL (CROSS DEEP),H84039,1
2021-05-01,LEE (PARADISE ROAD),H84014,1
2021-05-01,SCORTON MEDICAL CENTRE,B82035,1
2021-05-01,HORNSPIT MEDICAL CENTRE,N82663,1
2021-05-01,QUEENS PARK SURGERY,F81222,1
2021-05-01,STOKEWOOD SURGERY,J82018,1
2021-05-01,THE PINE MEDICAL CENTRE,E86016,1
2020-07-01,BELMONT HEALTH CENTRE,E84069,1
2020-07-01,HAVEN HEALTH,D83081,1
2020-07-01,POPLAR GROVE PRACTICE,K82038,1
2020-07-01,EASTFIELD HOUSE SURGERY,K81002,1
2020-07-01,ASCOT MEDICAL CENTRE,K81655,1
2020-07-01,DOWNSFIELD MEDICAL CENTRE,M85717,1
2020-07-01,RAINBOW PRACTICE,F85039,1
2020-07-01,GREENBROOK BEDFONT,E85697,1
2020-07-01,JUDGES CLOSE SURGERY,H82010,1
2020-12-01,OAKLANDS SURGERY,F81096,1
2020-12-01,WOLVERHAMPTON ROAD SURGERY,M83050,1
2020-12-01,PADIHAM GROUP PRACTICE,P81130,1
2020-12-01,KHAN MEDICAL PRACTICE,M91602,1
2020-12-01,BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,Y00486,1
2020-12-01,CRANBROOK MEDICAL PRACTICE,Y04662,1
2020-12-01,LEACROFT MEDICAL PRACTICE,H82012,1
2020-12-01,EAST LINDSEY MEDICAL GROUP,C83056,1
2020-12-01,LINDUM MEDICAL PRACTICE,C83009,1
2020-12-01,WICKHAM PARK SURGERY,G84607,1
2020-09-01,LONG CLAWSON MEDICAL PRACTICE,C82016,1
2020-09-01,HANDSWORTH MEDICAL PRACT.,M85082,1
2020-09-01,CROFT HALL MEDICAL PRACTICE,L83027,1
2020-09-01,MEADOWSIDE MEDICAL CENTRE,N81118,1
2020-09-01,TRINITY MEDICAL CENTRE,H85005,1
2020-09-01,MARKET LAVINGTON SURGERY,J83056,1
2020-10-01,AURORA MEDCARE,F82042,1
2020-10-01,CAMBERLEY HEALTH CENTRE,H81082,1
2020-10-01,WETMORE ROAD SURGERY,M83051,1
2020-10-01,ALVANLEY FAMILY PRACTICE,P88019,1
2020-10-01,WHITWICK HEALTH CENTRE,C82120,1
2020-10-01,PRESTON ROAD SURGERY,E84620,1
2020-10-01,ST MARTINS PRACTICE,B86100,1
2020-10-01,MELBOURNE & CHELLASTON MEDICAL PRACTICE,C81108,1
2020-10-01,THORNBROOK SURGERY,C81063,1
2020-10-01,THE DULWICH MEDICAL CENTRE,G85651,1
2020-10-01,BURBAGE SURGERY,J83601,1
2020-10-01,SOUTH SAXON HOUSE SURGERY,G81089,1
2021-05-01,GREASBROUGH MEDICAL CENTRE,C87603,1
2021-05-01,THE MANOR PRACTICE,M85033,1
2021-05-01,YORK STREET HEALTH PRACTICE,B86669,1
2021-04-01,LOSTOCK MEDICAL CENTRE,P91627,1
2021-04-01,CLEGGS LANE MEDICAL PRACTICE/129,P87613,1
2021-04-01,WHITE HORSE MEDICAL PRACTICE,K84051,1
2021-04-01,ST LEONARDS PRACTICE,L83042,1
2021-04-01,THE JENNER PRACTICE,G85004,1
2021-04-01,WILLENHAL OAK MEDICAL CENTRE,M86033,1
2021-04-01,LITTLE PARK SURGERY,E85736,1
2021-03-01,LIVING WELL PARTNERSHIP,J82622,1
2021-03-01,LIMELIGHT HEALTH AND WELLBEING HUB,P91020,1
2021-03-01,GORDON STREET MEDICAL CENTRE,P89011,1
2021-03-01,MOUNT ROAD SURGERY,P84050,1
2021-03-01,PLAINS VIEW SURGERY,C84115,1
2021-03-01,SOUTHGATE MEDICAL GROUP,H82064,1
2021-03-01,SAXONBURY HOUSE SURGERY,G81055,1
2021-01-01,MEDICAL CENTRE,E85096,1
2021-01-01,THE GAINSBOROUGH PRACTICE,K81059,1
2021-01-01,ST HELIERS MEDICAL PRACTICE,M85030,1
2021-01-01,CLAREMONT MEDICAL CENTRE,H84619,1
2021-04-01,MOOR PARK MEDICAL PRACTICE,B83661,1
2021-04-01,SHOTFIELD MEDICAL PRACTICE,H85115,1
2021-04-01,AMPLEFORTH SURGERY,B82609,1
2021-04-01,WESTWOOD MEDICAL H/CENTRE,M86019,1
2020-09-01,BARTON HOUSE GROUP PRACTICE,F84008,1
2020-09-01,MONTPELIER SURGERY,G81044,1
2020-09-01,WESTBOURNE GROVE MEDICAL CENTRE,E87007,1
2020-09-01,TANWORTH-IN-ARDEN MED CTR,M84047,1
2020-09-01,BILSTON URBAN VILLAGE MEDICAL CENTRE,Y02757,1
2020-09-01,THE SWAN MEDICAL CENTRE,M85011,1
2020-09-01,CHANNEL VIEW MEDICAL GROUP,L83120,1
2020-09-01,BOLINGBROKE MEDICAL CENTRE (THMP),H85077,1
2020-09-01,WOLVERTON HEALTH CENTRE,K82003,1
2020-09-01,THE MASHARANI PRACTICE,C82611,1
2020-09-01,EAST PARK MEDICAL CENTRE (RP PANDYA),C82037,1
2020-09-01,THE HOLBROOK AND SHOTLEY PRACTICE,D83020,1
2020-09-01,MIDDLEWAY SURGERY,L82026,1
2020-09-01,MORETON MEDICAL CENTRE,N85048,1
2020-09-01,CANTILUPE SURGERY,M81032,1
2020-09-01,THE LIONWOOD MEDICAL PRACTICE,D82073,1
2020-09-01,JRB HEALTHCARE BEECHDALE SURGERY,C84704,1
2020-12-01,PRESTON PARK SURGERY,G81018,1
2020-12-01,THE LANGTON MEDICAL GROUP,M83030,1
2020-12-01,LIGHTWATER SURGERY,H81130,1
2020-12-01,FORESTSIDE MEDICAL PRACTICE,J82072,1
2020-12-01,STEYNING HEALTH CENTRE,H82022,1
2020-12-01,DASHWOOD MEDICAL CENTRE,G82064,1
2020-12-01,WALTHAM ROAD MEDICAL CENTRE,G82184,1
2021-05-01,TAMAR MEDICAL CENTRE,M83668,1
2021-05-01,CHARTER MEDICAL CENTRE,G81034,1
2021-05-01,THE LOUGHTON SURGERY,F81136,1
2021-05-01,HEATHERLANDS MED CTR,N85037,1
2021-05-01,HOYLAKE RD MET CTR,N85046,1
2021-05-01,DEVONPORT HEALTH CENTRE,L83624,1
2021-05-01,ROSEDALE SURGERY,D83047,1
2021-05-01,WOLLATON PARK MEDICAL CENTRE,C84122,1
2021-05-01,WENTWORTH MEDICAL PRACTICE.,E83035,1
2021-05-01,CUMBERLAND MEDICAL CENTRE,F84657,1
2021-02-01,KNIGHTSBRIDGE MEDICAL CENTRE,E87738,1
2021-02-01,SIVAKUMAR & PARTNER,P92020,1
2021-02-01,NEWBOLD VERDON MED.PRACT.,C82051,1
2021-02-01,HARTSHILL MEDICAL CENTRE,M83066,1
2021-02-01,BURNHAM HEALTH CENTRE,K82033,1
2021-02-01,THE ALICE MEDICAL CENTRE,C84695,1
2021-01-01,STERNDALE SURGERY,E85125,1
2021-01-01,WALNUT TREE SURGERY,J82605,1
2020-08-01,ORCHARD HOUSE SURGERY,D83027,1
2020-08-01,COUNTESTHORPE HEALTH CENTRE,C82002,1
2020-08-01,CRESCENT BAKERY,L84616,1
2020-08-01,CATSHILL VILLAGE SURGERY,M81084,1
2020-08-01,THE LISTER SURGERY,B83604,1
2020-08-01,MANOR PRIMARY CARE,P81039,1
2020-08-01,CONRAN MEDICAL CENTRE,P84040,1
2020-08-01,DRS HANIF & BANNURU,P84032,1
2020-08-01,STANWELL ROAD SURGERY,H81104,1
2021-02-01,TIEVE TARA,B87042,1
2021-02-01,DUNCAN STREET PRIMARY CARE CENTRE,M92012,1
2021-02-01,WILLINGHAM-BY-STOW SURGERY,C83074,1
2021-02-01,CORNERWAYS SURGERY,G84018,1
2021-02-01,BORSTAL VILLAGE SURGERY,G82711,1
2021-01-01,KEELE PRACTICE,M83670,1
2021-01-01,THE STONEDEAN PRACTICE,K82617,1
2021-01-01,CARRFIELD MEDICAL CENTRE,C88082,1
2021-01-01,PARKSIDE MEDICAL CENTRE,C83010,1
2021-01-01,HOLBORN MEDICAL CENTRE,F83058,1
2021-01-01,DR JUDE'S PRACTICE - RIVERSIDE,N82646,1
2021-03-01,ESCRICK SURGERY,B82018,1
2021-03-01,SCOTT PARK SURGERY,F81744,1
2021-03-01,HOLLAND PARK SURGERY,M91626,1
2021-03-01,CAULDWELL MEDICAL CENTRE,E81030,1
2021-03-01,ST. GEORGE'S SURGERY,L84008,1
2021-03-01,RAME GROUP PRACTICE,Y00969,1
2021-03-01,MILBORNE PORT SURGERY,L85031,1
2021-03-01,LAWRENCE HILL HEALTH CENTRE,L81089,1
2021-03-01,ST. MICHAEL'S SURGERY,L81069,1
2021-03-01,HONEYPOT MEDICAL CENTRE,E84039,1
2021-03-01,ALMA ROAD SURGERY,J82122,1
2021-03-01,APPLEBY MEDICAL PRACTICE,A82006,1
2021-03-01,ASKERN MEDICAL PRACTICE,C86605,1
2020-11-01,WILSON PRACTICE,J82157,1
2020-11-01,DR SA AHMED & PARTNERS,M88001,1
2020-11-01,THE SOLLERSHOTT SURGERY,E82104,1
2020-11-01,JIGGINS LANE MEDICAL CENTRE,M85143,1
2020-11-01,BOWER MOUNT MEDICAL PRACTICE,G82031,1
2020-11-01,PRINCES PARK MEDICAL CTR,G82741,1
2020-11-01,ELIZABETH AVENUE GROUP PRACTICE,F83012,1
2020-10-01,CEDAR MEDICAL PRACTICE,B81113,1
2020-10-01,BILSTON FAMILY PRACTICE,M92627,1
2020-10-01,THE ABBOTSBURY PRACTICE,E86022,1
2020-10-01,NWS INTEGRATED CARE SERVICES (NICS),Y06137,1
2020-12-01,THE BIRCHES MEDICAL CENTRE,P83609,1
2020-12-01,SOLENT VIEW MEDICAL PRACTICE,J82215,1
2020-12-01,MARK STREET SURGERY,P86008,1
2020-12-01,WEST LONDON MEDICAL CENTRE,E86620,1
2020-12-01,WANSTEAD PLACE SURGERY,F86032,1
2020-12-01,ST GEORGES MEDICAL CENTRE,N85012,1
2020-12-01,THE ORCHARD SURGERY,Y00437,1
2020-12-01,BEESTON VILLAGE SURGERY,B86667,1
2020-12-01,COWGILL SURGERY,B83049,1
2020-07-01,THE ELM PRACTICE,F84685,1
2020-07-01,DADHANIA SURGERY,M86610,1
2020-07-01,KNOCKIN MEDICAL CENTRE,M82020,1
2020-07-01,WALLACE HOUSE,E82024,1
2020-07-01,DR RS DURSTON'S PRACTICE,G85013,1
2020-07-01,OLD SCHOOL SURGERY,G82235,1
2021-04-01,GATEWAY PRIMARY CARE,C87622,1
2021-04-01,KING EDWARD ST MEDICAL PRACTICE,K84605,1
2021-04-01,CLAREMONT MEDICAL CENTRE,H84619,1
2021-04-01,PARISHES BRIDGE MED.PRACT,H81036,1
2021-04-01,COLNEY HATCH LANE SURGERY,E83034,1
2021-04-01,THORNS ROAD SURGERY,M87638,1
2021-04-01,LIPHOOK AND LISS SURGERY,J82164,1
2020-10-01,CROWN MEDICAL PRACTICE,M83117,1
2020-10-01,THE VALKYRIE SURGERY,F81097,1
2020-10-01,SPECTRUM HEALTH,C82112,1
2020-10-01,HIGH STREET SURGERY,M91654,1
2020-10-01,CHURCH STREET PRACTICE,K84033,1
2020-10-01,EMERSONS GREEN MEDICAL CENTRE,L81632,1
2020-10-01,HUMBLEYARD PRACTICE,D82064,1
2020-10-01,SILTON SURGERY,J83629,1
2020-11-01,OAKS PLACE SURGERY,N81619,1
2020-11-01,SPENCER ST SURGERY,A82018,1
2020-11-01,ABBEY ROAD SURGERY,E82042,1
2020-11-01,CENTRAL PARK SURGERY,F82016,1
2020-11-01,EDGE HILL HEALTH CENTRE,N82022,1
2020-08-01,ROSERTON STREET SURGERY,F84647,1
2020-08-01,PADIHAM GROUP PRACTICE,P81130,1
2020-08-01,SHAKESPEARE SURGERY,P92653,1
2020-08-01,MANOR CLINIC,G82232,1
2020-08-01,ST. GEORGES MEDICAL CENTRE,E83020,1
2020-08-01,ALBION SURGERY,N82095,1
2020-11-01,ASKERN MEDICAL PRACTICE,C86605,1
2020-11-01,DR COLLINS AND CARRAGHER AND NEAL,E81061,1
2020-11-01,WARDEN LODGE MEDICAL PRACTICE,E82123,1
2020-11-01,OLD HARLOW HEALTH CENTRE,F81056,1
2020-11-01,NIGHTINGALE VALLEY PRACTICE,L81033,1
2020-11-01,JOHNSON (SHEEN LANE),H84055,1
2021-02-01,CAMP HILL GP LED HEALTH CENTRE,Y04969,1
2021-02-01,DOWNHALL PARK SURGERY,F81704,1
2021-02-01,MOUNT GROUP PRACTICE,C86011,1
2021-02-01,POTTERIES MEDICAL CENTRE,M83102,1
2021-02-01,CREECH,L85609,1
2021-02-01,RK MEDICAL PRACTICE,P84014,1
2021-02-01,CENTRAL MEDICAL CENTRE,H85070,1
2021-02-01,COLLIERS WOOD SURGERY,H85649,1
2021-02-01,SOUTHGATE MEDICAL GROUP,H82064,1
2021-02-01,MILLSTREAM MEDICAL CENTRE,J83052,1
2021-05-01,THE OAK TREE MEDICAL PRACTICE,Y02787,1
2021-05-01,VERNON STREET MEDICAL CTR,C81007,1
2021-05-01,CASTLE PLACE PRACTICE,L83052,1
2021-05-01,SHIRLEY MEDICAL CENTRE,H83043,1
2021-05-01,ASPLEY MEDICAL CENTRE,C84091,1
2021-05-01,PATFORD HOUSE PARTNERSHIP,J83050,1
2021-05-01,ROWLANDS CASTLE SURGERY,J82005,1
2021-05-01,ZAIN MEDICAL CENTRE,E84653,1
2020-07-01,MOSS SIDE MEDICAL CENTRE,P81186,1
2020-07-01,LITTLE VENICE MEDICAL CENTRE,E87006,1
2020-07-01,MANOR COURT SURGERY,M84022,1
2020-07-01,CHADDERTON SOUTH HEALTH CENTRE,P85607,1
2020-07-01,TIEVE TARA,B87042,1
2020-07-01,HEDGE END MEDICAL CENTRE,J82089,1
2020-07-01,WEOLEY PARK SURGERY,M85056,1
2020-07-01,SUNRISE MEDICAL PRACTICE,C84714,1
2020-07-01,SOUTHEY GREEN MEDICAL CTR,C88086,1
2020-07-01,PROSPECT SURGERY,B87040,1
2020-07-01,PARK VIEW SURGERY,B87041,1
2020-07-01,COTTENHAM SURGERY,D81602,1
2020-07-01,THE BROADWAY SURGERY,F86013,1
2020-07-01,BOWLAND MEDICAL PRACTICE,P84024,1
2020-07-01,PRIORY SURGERY,L81084,1
2020-07-01,DR NABI,K81608,1
2020-12-01,SPRING HOUSE SURGERY,P82014,1
2020-12-01,STANNINGTON MEDICAL CENTRE,C88656,1
2020-12-01,ST EDWARDS MEDICAL CENTRE,F82011,1
2020-12-01,MARCHAM RD FAMILY HEALTH CENTRE,K84041,1
2020-12-01,BEECHWOOD MEDICAL PRACTICE,L81087,1
2020-12-01,CROFT MEDICAL CENTRE,M89012,1
2020-12-01,THE SURGERY KINGSTONE,M81067,1
2020-12-01,LONDON ROAD MEDICAL CENTRE,G82231,1
2020-12-01,DR RB KUMAR PRACTICE,G82698,1
2020-12-01,MONMOUTH SURGERY,L81655,1
2020-12-01,BROWNLOW HEALTH AT KENSINGTON,N82645,1
2020-09-01,MALLING HEALTH AT FOLESHILL,Y04965,1
2020-09-01,WEST COKER SURGERY,Y01163,1
2020-09-01,HAMILTON MED CTR,N85021,1
2020-09-01,ANDAMAN SURGERY,D83608,1
2020-09-01,ST. LUKE'S SURGERY,C84136,1
2020-09-01,THE DULWICH MEDICAL CENTRE,G85651,1
2020-09-01,PICKHURST SURGERY,G84033,1
2020-10-01,WATERHOUSES MEDICAL PRACT,M83122,1
2020-10-01,OAKFIELD SURGERY,D83067,1
2020-10-01,OLIVE FAMILY PRACTICE,Y03366,1
2020-10-01,TANWORTH-IN-ARDEN MED CTR,M84047,1
2020-10-01,BEECHDALE CENTRE,M91611,1
2020-10-01,THE HART SURGERY,K84001,1
2020-10-01,KINSON ROAD MEDICAL CENTRE,J81045,1
2020-10-01,ROCKLIFFE COURT SURGERY,A83048,1
2020-10-01,HOWDALE SURGERY,D82068,1
2020-10-01,FERRY ROAD HEALTH CENTRE,G81085,1
2021-05-01,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,A89614,1
2021-05-01,THE HAYMARKET HEALTH CTR,M83082,1
2021-05-01,IXWORTH SURGERY,D83007,1
2021-05-01,LACHE HEALTH CENTRE,N81115,1
2021-05-01,PARADISE MEDICAL CENTRE,M86045,1
2021-04-01,ST LUKE'S SURGERY,G81667,1
2021-04-01,PHOENIX HEALTH GROUP,L84012,1
2021-04-01,WEST COKER SURGERY,Y01163,1
2021-04-01,BISHOPSFORD ROAD SURGERY,H85023,1
2021-04-01,CAMBRIAN MEDICAL PRACTICE,M82026,1
2021-04-01,TWICKENHAM PARK MEDICAL CENTRE,E85045,1
2021-03-01,PENNINE SURGERY,P86021,1
2021-03-01,ST ANDREWS SURGERY,B81027,1
2021-03-01,KNOCKIN MEDICAL CENTRE,M82020,1
2021-03-01,PARKBURY HOUSE SURGERY,E82060,1
2021-03-01,BOW MEDICAL PRACTICE,Y02633,1
2021-03-01,HOUNSFIELD SURGERY,C84660,1
2021-03-01,PORCH SURGERY,J83010,1
2021-01-01,DALEFIELD SURGERY,P82010,1
2021-01-01,KENWOOD MEDICAL,F86081,1
2021-01-01,NEW POND ROW SURGERY,H82091,1
2021-01-01,DOWNTON SURGERY,J83043,1
2021-01-01,WAKEMANS HILL SURGERY,E83041,1
2021-04-01,BIRKWOOD MEDICAL CENTRE,B81087,1
2021-04-01,OLDHAM FAMILY PRACTICE,P85007,1
2021-04-01,DR JEHANGIR (SH),P81731,1
2021-04-01,CROOKES PRACTICE,C88079,1
2021-04-01,VILLAGE SURGERY,H82092,1
2021-04-01,THE HARROWBY LANE SURGERY,C83080,1
2021-04-01,SMALLFIELD SURGERY,H81638,1
2021-04-01,BETHNAL GREEN HEALTH CTR.,F84083,1
2021-04-01,ELSDALE STREET SURGERY,F84601,1
2021-04-01,ELLIS PRACTICE,E84032,1
2020-09-01,HALL STREET MEDICAL CENTRE,N83017,1
2020-09-01,THE CIVIC MEDICAL CENTRE,E84617,1
2020-09-01,BENTLEY VILLAGE SURGERY,J82197,1
2020-09-01,THE WICK HEALTH CENTRE,F84620,1
2020-09-01,DR IA GALEA AND PARTNERS,B81038,1
2020-09-01,THORPE SURGERY,F81213,1
2020-09-01,REDWOOD HOUSE SURGERY,K81097,1
2020-09-01,THORNTREE SURGERY,A81621,1
2020-09-01,THE WILSDEN MEDICAL PRACTICE,B83037,1
2020-09-01,ORCHARD 2000 GROUP,B81018,1
2020-09-01,THE SURGERY @ AYLESTONE,C82669,1
2020-09-01,VICTORIA PARK HEALTH CENTRE,C82124,1
2020-09-01,HOBS MOAT MEDICAL CENTRE,M89019,1
2020-09-01,SQUIRES LANE MEDICAL PRACTICE,E83007,1
2020-09-01,DR SIMS AND PARTNERS,Y00469,1
2020-12-01,KINGSWINFORD MEDICAL PRACTICE,M87008,1
2020-12-01,CLAY CROSS MEDICAL CENTRE,C81056,1
2020-12-01,STREATHAM PARK SURGERY,H85052,1
2020-12-01,(FRACTURE CLINIC) NORTH OOH,Y00082,1
2020-12-01,WHITE HOUSE SURGERY,G82069,1
2020-12-01,MILDMAY MEDICAL PRACTICE,F83053,1
2020-12-01,LAINDON MEDICAL GROUP,F81108,1
2021-05-01,CONWAY ROAD MEDICAL PRACTICE,P91035,1
2021-05-01,GLEBEDALE MEDICAL PRACTICE,M83028,1
2021-05-01,WILLOW TREE SURGERY,D81629,1
2021-05-01,SOUTHGLADE MEDICAL PRACTICE,Y05622,1
2021-05-01,WOODLANDS&CLERKLANDS PARTNERSHIP,H82025,1
2021-02-01,CADDINGTON SURGERY,E81069,1
2021-02-01,STAUNTON & CORSE SURGERY,L84006,1
2021-02-01,BARTLEY GREEN MEDICAL PRACTICE,M85117,1
2021-01-01,HIGHGROVE SURGERY,F82680,1
2021-01-01,HONEYWALL MEDICAL PRACTICE,M83619,1
2021-01-01,FORTY WILLOWS SURGERY,E84002,1
2021-01-01,STOCK HILL SURGERY,G84004,1
2020-08-01,ORDSALL HEALTH SURGERY,P87035,1
2020-08-01,CRANHAM HEALTH CENTRE,F82674,1
2020-08-01,DOCKHAM SURGERY,L84046,1
2020-08-01,GREENWAY COMMUNITY PRACTICE,L81098,1
2020-08-01,PARK FARM MEDICAL CENTRE,C81064,1
2020-08-01,BOW MEDICAL PRACTICE,Y02633,1
2020-08-01,RISE PARK SURGERY,C84129,1
2020-08-01,PRENTIS MEDICAL CENTRE,G85021,1
2020-08-01,UNSWORTH MEDICAL CENTRE,P83011,1
2020-08-01,BOYATT WOOD SURGERY,J82169,1
2020-08-01,TAUNTON VALE HEALTHCARE,L85014,1
2020-08-01,KINGS LANE MEDICAL PRACTICE,N85054,1
2020-08-01,THREEWAYS SURGERY,K82031,1
2020-08-01,CLOSE FARM SURGERY,L81050,1
2020-08-01,THE HOLLIES SURGERY,Y00297,1
2020-08-01,HOLMWOOD CORNER SURGERY,H84042,1
2020-08-01,CLIFTON MEDICAL PRACTICE,C84046,1
2020-08-01,HEATHCOT MEDICAL PRACTICE,H81032,1
2021-02-01,BEECH TREE MEDICAL PRACTICE,M84065,1
2021-02-01,HARVEY GROUP PRACTICE,E82084,1
2021-02-01,BEWICK ROAD SURGERY,A85017,1
2021-02-01,WHITLEY ROAD MEDICAL CENTRE,P84054,1
2021-02-01,LITTLE HORTON LANE MEDICAL CENTRE - RAJA,B83025,1
2021-02-01,EAST BRIDGFORD MED CENTRE,C84025,1
2021-02-01,BIRCHWOOD MEDICAL PRACTICE,C83082,1
2021-02-01,GREEN STREET GREEN MED CT,G84627,1
2021-02-01,THE PINES SURGERY,K83008,1
2021-02-01,ABBEY MEDICAL CENTRE,F83019,1
2021-01-01,NEVILLE ROAD SURGERY,E81633,1
2021-01-01,CHERRY MEDICAL PRACTICE,P87630,1
2021-01-01,MARUS BRIDGE PRACTICE,P92642,1
2021-01-01,MILL ROAD SURGERY,C88095,1
2021-01-01,GRIFFITHS DRIVE MEDICAL PRACTICE,M92026,1
2021-01-01,PARKFIELD MEDICAL CENTRE,E82027,1
2021-01-01,GRANVILLE MEDICAL CENTRE,Y00918,1
2021-01-01,ATRIUM HEALTH CENTRE,J81068,1
2021-01-01,NEWCASTLE MEDICAL CENTRE,A86027,1
2021-03-01,THE RIVERSIDE PRACTICE,F84619,1
2021-03-01,TRENTHAM MEDICAL CENTRE,N83055,1
2021-03-01,HILLFIELDS HEALTH CENTRE - 1,M86005,1
2021-03-01,STANLEY CORNER MEDICAL CENTRE,E84051,1
2021-03-01,LEE HOUSE SURGERY,K81046,1
2021-03-01,DEAN CROSS SURGERY,L83021,1
2021-03-01,ST MARYS ISLAND GROUP PRACTICES,Y00449,1
2021-03-01,YALDING,G82141,1
2021-03-01,DARTON HEALTH CENTRE PRACTICE,C85614,1
2021-03-01,RADBROOK GREEN SURGERY,M82016,1
2021-03-01,PRIORS FIELD SURGERY,D81036,1
2021-03-01,LAWSON ROAD SURGERY,D82076,1
2020-11-01,WOODBANK SURGERY,P83017,1
2020-11-01,SPRINGFIELD HOUSE,P85020,1
2020-11-01,DENMARK ROAD MEDICAL CENTRE,J81625,1
2020-11-01,VERNON STREET MEDICAL CTR,C81007,1
2020-11-01,SOUTHWAY SURGERY,L83039,1
2020-11-01,GARDEN LANE MEDICAL CTR.,N81081,1
2020-11-01,ECCLESHILL VILLAGE SURGERY,Y01118,1
2020-11-01,DUNELM MEDICAL PRACTICE,A83030,1
2020-10-01,TRENT MEADOWS,M83027,1
2020-10-01,GARSTON MEDICAL CENTRE,E82017,1
2020-10-01,DR KHUROO'S PRACTICE,M85716,1
2020-10-01,DR JJ MCPEAKES PRACTICE,B86028,1
2020-10-01,IMPERIAL SURGERY,L83628,1
2020-10-01,DR U AKBAR,B83617,1
2020-10-01,BROMLEY COMMON PRACTICE,G84024,1
2020-10-01,NORHEADS LANE SURGERY,G84039,1
2020-10-01,WESTFIELD SURGERY,L81132,1
2020-12-01,THE EXMOOR SURGERY,E87733,1
2020-12-01,THE LAKES MEDICAL PRACTICE,P87025,1
2020-12-01,GLEADLESS MEDICAL CENTRE,C88019,1
2020-12-01,BRIDGE STREET MEDICAL PRACTICE,C82026,1
2020-12-01,FLITWICK SURGERY,E81015,1
2020-12-01,WATTON PLACE CLINIC,E82121,1
2020-12-01,THE RANGE MEDICAL CENTRE,P84039,1
2020-12-01,CITY WAY SURGERY,G82051,1
2020-07-01,GORDON STREET SURGERY,M83010,1
2020-07-01,WOODWAY MEDICAL CENTRE,M86638,1
2020-07-01,APSLEY SURGERY,M83627,1
2020-07-01,POOLE ROAD MEDICAL CENTRE,J81004,1
2020-07-01,ACLE MEDICAL PARTNERSHIP,D82104,1
2021-04-01,EAST PARK MEDICAL CENTRE (RP PANDYA),C82037,1
2021-04-01,PASLEY ROAD HEALTH CENTRE (TK KHONG),C82626,1
2021-04-01,CROSS ROAD SURGERY,J81075,1
2021-04-01,COFTON MEDICAL CENTRE,M85086,1
2021-04-01,GRAND DRIVE SURGERY,H85101,1
2021-04-01,CHURCHILL MEDICAL CENTRE,F86627,1
2021-04-01,ST. BARTHOLOMEWS SURGERY,F84010,1
2021-04-01,CHICHELE ROAD SURGERY,E84674,1
2021-04-01,CROSSLANDS SURGERY,E85114,1
2020-10-01,BROOK LANE SURGERY,J82216,1
2020-10-01,RATBY SURGERY,C82634,1
2020-10-01,BROADWAY HEALTH CENTRE,Y00471,1
2020-10-01,YEADING COURT SURGERY,E86020,1
2020-10-01,PORTLAND MEDICAL PRACTICE,C83001,1
2020-10-01,CLERKENWELL MEDICAL PRACTICE,F83624,1
2020-11-01,LIME TREE SURGERY,F86650,1
2020-11-01,HAPPY HOUSE SURGERY,A89041,1
2020-11-01,THE ARGYLE SURGERY,E85120,1
2020-11-01,BINFIELD SURGERY,K81060,1
2020-11-01,STOKE SURGERY,L83071,1
2020-11-01,ALTON STREET SURGERY,M81044,1
2020-11-01,BRADFORD-ON-AVON AND MELKSHAM HEALTH,J83030,1
2020-08-01,VITTORIA MED CTR K,N85634,1
2020-08-01,KESTON MEDICAL PRACTICE,H83016,1
2020-08-01,GREYFRIARS SURGERY,C83059,1
2020-08-01,LEN VALLEY PRACTICE,G82093,1
2020-11-01,THE GLOBE TOWN SURGERY,F84123,1
2020-11-01,ST ALBANS SURGERY,F82017,1
2020-11-01,TRI-LINKS MEDICAL PRACTICE,M83693,1
2020-11-01,SOUTH REDDISH MEDICAL CTR 2,P88610,1
2020-11-01,BHF HIGHGATE SURGERY,Y05363,1
2020-11-01,VICARAGE ROAD SURGERY,M85753,1
2020-11-01,MANOR CLINIC,G82232,1
2021-02-01,IMPROVING HEALTH (IH) MEDICAL,M92015,1
2021-02-01,ACTON TOWN MEDICAL CENTRE,E85617,1
2021-02-01,SANDY LANE SURGERY,C84637,1
2021-02-01,GREYSTONE HOUSE SURGERY,H81030,1
2021-05-01,PRESTON PARK SURGERY,G81018,1
2021-05-01,MALTHOUSE MEADOWS SURGERY,J81609,1
2021-05-01,JS MEDICAL PRACTICE,F85705,1
2021-05-01,QUEENS ROAD MEDICAL CENTRE,F86030,1
2021-05-01,THE NEW MEDICAL CENTRE,F82021,1
2021-05-01,TESTVALE SURGERY,J82132,1
2021-05-01,THE SOUTHALL MEDICAL CTR.,E85633,1
2020-07-01,ESSINGTON MEDICAL CENTRE,Y02594,1
